"ID","ID_sub","description","N_pairs","r2"
"20002_1647","20002","noncancer_illness_code_selfreporteduses","75040","1.33999774184434e-07"
"20002_1572","20002","noncancer_illness_code_selfreporteduses","75040","0.000720612429953548"
"20002_1637","20002","noncancer_illness_code_selfreporteduses","75040","0.000244897650800172"
"20002_1625","20002","noncancer_illness_code_selfreporteduses","75040","3.92606616551514e-07"
"20002_1087","20002","noncancer_illness_code_selfreporteduses","75040","0.000337153281769341"
"20002_1640","20002","noncancer_illness_code_selfreporteduses","75040","4.2283481408054e-08"
"20002_1550","20002","noncancer_illness_code_selfreporteduses","75040","1.04490139840199e-07"
"20002_1400","20002","noncancer_illness_code_selfreporteduses","75040","1.05063637685978e-06"
"20002_1234","20002","noncancer_illness_code_selfreporteduses","75040","1.19955212562196e-07"
"20002_1605","20002","noncancer_illness_code_selfreporteduses","75040","1.31515222817729e-07"
"20002_1249","20002","noncancer_illness_code_selfreporteduses","75040","3.06145579047643e-07"
"20002_1653","20002","noncancer_illness_code_selfreporteduses","75040","1.24715179528416e-06"
"20002_1373","20002","noncancer_illness_code_selfreporteduses","75040","1.02178621378337e-07"
"20002_1120","20002","noncancer_illness_code_selfreporteduses","75040","1.64231631636334e-07"
"20002_1530","20002","noncancer_illness_code_selfreporteduses","75040","1.61736802441768e-07"
"20002_1501","20002","noncancer_illness_code_selfreporteduses","75040","9.11586703118912e-08"
"20002_1428","20002","noncancer_illness_code_selfreporteduses","75040","1.59779611513697e-07"
"20002_1568","20002","noncancer_illness_code_selfreporteduses","75040","0.0233612783292169"
"20002_1648","20002","noncancer_illness_code_selfreporteduses","75040","1.84854382737444e-07"
"20002_1636","20002","noncancer_illness_code_selfreporteduses","75040","1.24755084133192e-07"
"20002_1229","20002","noncancer_illness_code_selfreporteduses","75040","1.05556365644389e-07"
"20002_1121","20002","noncancer_illness_code_selfreporteduses","75040","5.4012032385535e-08"
"20002_1627","20002","noncancer_illness_code_selfreporteduses","75040","1.59246420458961e-07"
"20002_1366","20002","noncancer_illness_code_selfreporteduses","75040","0.00207551688701272"
"20002_1509","20002","noncancer_illness_code_selfreporteduses","75040","6.39641750585473e-08"
"20002_1469","20002","noncancer_illness_code_selfreporteduses","75040","2.11169027491483e-07"
"20002_1420","20002","noncancer_illness_code_selfreporteduses","75040","1.52494700854467e-07"
"20002_1549","20002","noncancer_illness_code_selfreporteduses","75040","1.47867733631702e-07"
"20002_1656","20002","noncancer_illness_code_selfreporteduses","75040","3.09172045885579e-07"
"20002_1668","20002","noncancer_illness_code_selfreporteduses","75040","1.84140948409594e-07"
"20002_1250","20002","noncancer_illness_code_selfreporteduses","75040","7.27043012019536e-07"
"20002_1256","20002","noncancer_illness_code_selfreporteduses","75040","1.28844219113499e-07"
"20002_1652","20002","noncancer_illness_code_selfreporteduses","75040","1.37829698917406e-06"
"20002_1200","20002","noncancer_illness_code_selfreporteduses","75040","4.01146892051437e-07"
"20002_1372","20002","noncancer_illness_code_selfreporteduses","75040","1.70092508802844e-07"
"20002_1246","20002","noncancer_illness_code_selfreporteduses","75040","4.22501396128834e-07"
"20002_1290","20002","noncancer_illness_code_selfreporteduses","75040","5.43673746845419e-08"
"20002_1639","20002","noncancer_illness_code_selfreporteduses","75040","9.52863754477126e-07"
"20002_1470","20002","noncancer_illness_code_selfreporteduses","75040","1.81294655206413e-07"
"20002_1288","20002","noncancer_illness_code_selfreporteduses","75040","1.33929593580054e-06"
"20002_1613","20002","noncancer_illness_code_selfreporteduses","75040","8.52923881348393e-08"
"20002_1427","20002","noncancer_illness_code_selfreporteduses","75040","3.93678734767131e-07"
"20002_1080","20002","noncancer_illness_code_selfreporteduses","75040","3.35320185081821e-07"
"20002_1628","20002","noncancer_illness_code_selfreporteduses","75040","9.32265571324619e-05"
"20002_1511","20002","noncancer_illness_code_selfreporteduses","75040","5.77861934387658e-07"
"20002_1523","20002","noncancer_illness_code_selfreporteduses","75040","1.89120252301546e-07"
"20002_1512","20002","noncancer_illness_code_selfreporteduses","75040","7.32567426937131e-07"
"20002_1276","20002","noncancer_illness_code_selfreporteduses","75040","0.00199920792760119"
"20002_1255","20002","noncancer_illness_code_selfreporteduses","75040","1.57028134381885e-06"
"20002_1403","20002","noncancer_illness_code_selfreporteduses","75040","1.67525653341373e-06"
"20002_1638","20002","noncancer_illness_code_selfreporteduses","75040","2.67548421644441e-07"
"20002_1384","20002","noncancer_illness_code_selfreporteduses","75040","8.99135909884618e-08"
"20002_1650","20002","noncancer_illness_code_selfreporteduses","75040","2.4958336093179e-07"
"20002_1518","20002","noncancer_illness_code_selfreporteduses","75040","3.84066568807453e-07"
"20002_1499","20002","noncancer_illness_code_selfreporteduses","75040","2.14904679032282e-07"
"20002_1528","20002","noncancer_illness_code_selfreporteduses","75040","3.84066568807453e-07"
"20002_1632","20002","noncancer_illness_code_selfreporteduses","75040","2.22906583988465e-07"
"20002_1602","20002","noncancer_illness_code_selfreporteduses","75040","0.00141749193538542"
"20002_1560","20002","noncancer_illness_code_selfreporteduses","75040","1.25112180130238e-07"
"20002_1661","20002","noncancer_illness_code_selfreporteduses","75040","6.0765156319532e-08"
"20002_1578","20002","noncancer_illness_code_selfreporteduses","75040","8.63596944183607e-08"
"20002_1664","20002","noncancer_illness_code_selfreporteduses","75040","4.35665917283947e-07"
"20002_1322","20002","noncancer_illness_code_selfreporteduses","75040","7.72962273652712e-08"
"20002_1540","20002","noncancer_illness_code_selfreporteduses","75040","1.27955638405725e-07"
"20002_1555","20002","noncancer_illness_code_selfreporteduses","75040","8.58254655149304e-08"
"20002_1525","20002","noncancer_illness_code_selfreporteduses","75040","6.39641750585473e-08"
"20002_1620","20002","noncancer_illness_code_selfreporteduses","75040","7.5517288830821e-08"
"20002_1570","20002","noncancer_illness_code_selfreporteduses","75040","0.004557949545591"
"20002_1193","20002","noncancer_illness_code_selfreporteduses","75040","9.4001825453967e-08"
"20002_1194","20002","noncancer_illness_code_selfreporteduses","75040","4.97950386414479e-07"
"20002_1191","20002","noncancer_illness_code_selfreporteduses","75040","1.09467319979574e-07"
"20002_1569","20002","noncancer_illness_code_selfreporteduses","75040","0.00645512537023291"
"20002_1115","20002","noncancer_illness_code_selfreporteduses","75040","1.53557001200565e-07"
"20002_1282","20002","noncancer_illness_code_selfreporteduses","75040","2.21840045545695e-07"
"20002_1629","20002","noncancer_illness_code_selfreporteduses","75040","1.36489653538303e-07"
"20002_1263","20002","noncancer_illness_code_selfreporteduses","75040","1.29377367537405e-07"
"20002_1435","20002","noncancer_illness_code_selfreporteduses","75040","1.05556365644389e-07"
"20002_1585","20002","noncancer_illness_code_selfreporteduses","75040","6.71632790831232e-08"
"20002_1083","20002","noncancer_illness_code_selfreporteduses","75040","9.91590107851448e-08"
"20002_1192","20002","noncancer_illness_code_selfreporteduses","75040","1.81827874683596e-07"
"20002_1655","20002","noncancer_illness_code_selfreporteduses","75040","1.34355211203481e-07"
"20002_1468","20002","noncancer_illness_code_selfreporteduses","75040","7.24956308624596e-08"
"20003_1140866738","20003","treatmentmedication_codeuses","75040","0.00179392408815188"
"20003_1140871310","20003","treatmentmedication_codeuses","75040","0.00885291731630656"
"20003_1141182800","20003","treatmentmedication_codeuses","75040","2.3331662598897e-06"
"20003_1140879802","20003","treatmentmedication_codeuses","75040","0.000794850525332128"
"20003_1140868226","20003","treatmentmedication_codeuses","75040","0.0126427642928358"
"20003_1140860696","20003","treatmentmedication_codeuses","75040","0.00147767652297363"
"20003_1140865634","20003","treatmentmedication_codeuses","75040","0.00630940155494523"
"20003_1140876592","20003","treatmentmedication_codeuses","75040","0.0128190060087077"
"20003_1141194794","20003","treatmentmedication_codeuses","75040","0.00241681125519547"
"20003_1140909674","20003","treatmentmedication_codeuses","75040","0.0593214535263385"
"20003_1140875408","20003","treatmentmedication_codeuses","75040","2.30872626912096e-06"
"20003_1140923348","20003","treatmentmedication_codeuses","75040","0.00303803658329768"
"20003_1141146234","20003","treatmentmedication_codeuses","75040","0.00172874868035403"
"20003_1140926934","20003","treatmentmedication_codeuses","75040","0.000111596569498276"
"20003_1140911658","20003","treatmentmedication_codeuses","75040","0.000239715750656885"
"20003_1140884600","20003","treatmentmedication_codeuses","75040","0.00151373050049851"
"20003_2038460150","20003","treatmentmedication_codeuses","75040","0.010760810261216"
"20003_1140879616","20003","treatmentmedication_codeuses","75040","0.00240010867718467"
"20003_1140862382","20003","treatmentmedication_codeuses","75040","7.34268427984049e-05"
"20003_1140921600","20003","treatmentmedication_codeuses","75040","0.00166300499775674"
"20003_1140871050","20003","treatmentmedication_codeuses","75040","0.000327851561364289"
"20003_1140870390","20003","treatmentmedication_codeuses","75040","3.17720399279959e-05"
"20003_1140888560","20003","treatmentmedication_codeuses","75040","0.000553126361229009"
"20003_1140865010","20003","treatmentmedication_codeuses","75040","1.55185049714153e-05"
"20003_1140883520","20003","treatmentmedication_codeuses","75040","6.71632790831233e-08"
"20003_1140864196","20003","treatmentmedication_codeuses","75040","2.22906583988465e-07"
"20003_1140870164","20003","treatmentmedication_codeuses","75040","8.1410892059587e-06"
"20003_1140883504","20003","treatmentmedication_codeuses","75040","0.001553134840844"
"20003_1141171948","20003","treatmentmedication_codeuses","75040","8.0480226384422e-06"
"20003_1140922174","20003","treatmentmedication_codeuses","75040","5.36996586677187e-07"
"20003_1140922804","20003","treatmentmedication_codeuses","75040","3.15252452461043e-06"
"20003_1141172924","20003","treatmentmedication_codeuses","75040","0.00036259340419601"
"20003_1140878226","20003","treatmentmedication_codeuses","75040","0.000209698693015174"
"20003_1140876136","20003","treatmentmedication_codeuses","75040","0.00120039672647088"
"20003_1140873608","20003","treatmentmedication_codeuses","75040","5.20734668519219e-07"
"20003_1140882694","20003","treatmentmedication_codeuses","75040","9.74734926890447e-07"
"20003_1140921822","20003","treatmentmedication_codeuses","75040","1.74069317667163e-06"
"20003_1140861090","20003","treatmentmedication_codeuses","75040","0.000388387919633778"
"20003_1140909786","20003","treatmentmedication_codeuses","75040","0.000195258412132361"
"20003_1140927320","20003","treatmentmedication_codeuses","75040","7.55172888308211e-08"
"20003_1141191044","20003","treatmentmedication_codeuses","75040","2.02360922535869e-07"
"20003_1140862772","20003","treatmentmedication_codeuses","75040","0.00152826584496102"
"20003_1140879540","20003","treatmentmedication_codeuses","75040","0.000863033667964351"
"20003_1141180140","20003","treatmentmedication_codeuses","75040","0.000853560630529962"
"20003_1141164828","20003","treatmentmedication_codeuses","75040","5.96583942777672e-05"
"20003_1140873394","20003","treatmentmedication_codeuses","75040","8.83207085570336e-07"
"20003_1140871188","20003","treatmentmedication_codeuses","75040","6.18980243708742e-07"
"20003_1140879760","20003","treatmentmedication_codeuses","75040","0.000166549008870723"
"20003_1140869036","20003","treatmentmedication_codeuses","75040","5.63455412284907e-07"
"20003_1203","20003","treatmentmedication_codeuses","75040","0.0293410128742801"
"20003_1140865354","20003","treatmentmedication_codeuses","75040","0.00080838010507025"
"20003_1140861832","20003","treatmentmedication_codeuses","75040","1.51785759838355e-06"
"20003_1140921814","20003","treatmentmedication_codeuses","75040","1.72215218558013e-06"
"20003_1140923346","20003","treatmentmedication_codeuses","75040","0.00899285413190954"
"20003_1140879774","20003","treatmentmedication_codeuses","75040","7.39326617966655e-06"
"20003_1140923022","20003","treatmentmedication_codeuses","75040","2.2132846536674e-06"
"20003_1140881856","20003","treatmentmedication_codeuses","75040","0.000188899254821829"
"20003_1140864752","20003","treatmentmedication_codeuses","75040","0.00378901579165103"
"20003_1141188442","20003","treatmentmedication_codeuses","75040","0.0413321899636217"
"20003_1140872072","20003","treatmentmedication_codeuses","75040","1.83949209676959e-05"
"20003_1140917034","20003","treatmentmedication_codeuses","75040","0.00295280648104506"
"20003_1193","20003","treatmentmedication_codeuses","75040","0.063467564284634"
"20003_1141156644","20003","treatmentmedication_codeuses","75040","3.05808311352381e-06"
"20003_1140861958","20003","treatmentmedication_codeuses","75040","0.00707850709210261"
"20003_1141177526","20003","treatmentmedication_codeuses","75040","0.000497702421771011"
"20003_1140888646","20003","treatmentmedication_codeuses","75040","0.00120238977706446"
"20003_1187","20003","treatmentmedication_codeuses","75040","0.025747242422151"
"20003_1140873450","20003","treatmentmedication_codeuses","75040","8.17374490290155e-08"
"20003_1141145660","20003","treatmentmedication_codeuses","75040","0.000519881023208511"
"20003_1140862572","20003","treatmentmedication_codeuses","75040","0.000467405070113543"
"20003_1197","20003","treatmentmedication_codeuses","75040","0.000221993765411909"
"20003_1140883066","20003","treatmentmedication_codeuses","75040","0.000510834659990554"
"20003_1141167932","20003","treatmentmedication_codeuses","75040","0.000215186839846762"
"20003_1140869034","20003","treatmentmedication_codeuses","75040","1.13881441164544e-06"
"20003_1140861138","20003","treatmentmedication_codeuses","75040","1.0121579516301e-06"
"20003_1140926732","20003","treatmentmedication_codeuses","75040","0.00342793871180016"
"20003_1140865350","20003","treatmentmedication_codeuses","75040","4.72051405429529e-05"
"20003_1141164872","20003","treatmentmedication_codeuses","75040","1.31515222817729e-07"
"20003_1140881882","20003","treatmentmedication_codeuses","75040","3.67698371708641e-07"
"20003_1140870788","20003","treatmentmedication_codeuses","75040","0.00216186962488733"
"20003_1140879464","20003","treatmentmedication_codeuses","75040","3.83451484927325e-05"
"20003_1140876404","20003","treatmentmedication_codeuses","75040","0.000305019365146835"
"20003_1140879428","20003","treatmentmedication_codeuses","75040","0.000432946006198874"
"20003_1140909936","20003","treatmentmedication_codeuses","75040","0.000311026942749325"
"20003_1140884488","20003","treatmentmedication_codeuses","75040","0.00170841948233487"
"20003_1140883468","20003","treatmentmedication_codeuses","75040","1.97464755981731e-06"
"20003_1141146188","20003","treatmentmedication_codeuses","75040","4.86968194209309e-06"
"20003_1140873548","20003","treatmentmedication_codeuses","75040","0.000178183661799767"
"20003_99999","20003","treatmentmedication_codeuses","75040","0.00427132808914066"
"20003_1140879406","20003","treatmentmedication_codeuses","75040","0.000926677216943252"
"20003_1140868408","20003","treatmentmedication_codeuses","75040","1.64350625007523e-05"
"20003_1199","20003","treatmentmedication_codeuses","75040","0.00404790094559915"
"20003_1140883568","20003","treatmentmedication_codeuses","75040","5.24682719087963e-06"
"20003_1140916682","20003","treatmentmedication_codeuses","75040","0.000949848069136081"
"20003_1140888366","20003","treatmentmedication_codeuses","75040","0.000780757921952591"
"20003_1141157418","20003","treatmentmedication_codeuses","75040","8.44039258334245e-08"
"20003_1140923336","20003","treatmentmedication_codeuses","75040","4.99754505568506e-05"
"20003_1141179974","20003","treatmentmedication_codeuses","75040","1.16322700796357e-06"
"20003_1140852976","20003","treatmentmedication_codeuses","75040","0.0259604335736116"
"20003_1140872228","20003","treatmentmedication_codeuses","75040","0.00027001393913193"
"20003_1141171940","20003","treatmentmedication_codeuses","75040","6.71632790831233e-08"
"20003_1140879842","20003","treatmentmedication_codeuses","75040","5.74366678369303e-05"
"20003_1140861806","20003","treatmentmedication_codeuses","75040","0.00106868831660281"
"20003_1141176832","20003","treatmentmedication_codeuses","75040","0.000202375270027315"
"20003_1140888552","20003","treatmentmedication_codeuses","75040","0.00045794283127014"
"20003_1141152998","20003","treatmentmedication_codeuses","75040","0.000343397421034856"
"20003_1140869276","20003","treatmentmedication_codeuses","75040","7.94171704232045e-07"
"20003_1140869930","20003","treatmentmedication_codeuses","75040","4.21761184362126e-06"
"20003_1140879424","20003","treatmentmedication_codeuses","75040","4.0950957967938e-07"
"20003_1140868192","20003","treatmentmedication_codeuses","75040","5.96991010091475e-08"
"20003_1140869362","20003","treatmentmedication_codeuses","75040","2.92452244990681e-07"
"20003_1140871542","20003","treatmentmedication_codeuses","75040","7.47174671057596e-07"
"20003_1140872150","20003","treatmentmedication_codeuses","75040","5.08627534080633e-07"
"20003_1141168318","20003","treatmentmedication_codeuses","75040","7.77775968316139e-05"
"20003_1140917056","20003","treatmentmedication_codeuses","75040","4.66460373206182e-07"
"20003_1140870570","20003","treatmentmedication_codeuses","75040","0.000691186200843666"
"20003_1140883664","20003","treatmentmedication_codeuses","75040","6.33848948833655e-05"
"20003_1140874852","20003","treatmentmedication_codeuses","75040","4.9612471222504e-05"
"20003_1141181700","20003","treatmentmedication_codeuses","75040","3.2304007786255e-06"
"20003_1140923572","20003","treatmentmedication_codeuses","75040","0.00109044981699401"
"20003_1140867878","20003","treatmentmedication_codeuses","75040","0.000228209377229985"
"20003_1140882946","20003","treatmentmedication_codeuses","75040","1.16696442207937e-06"
"20003_1140866122","20003","treatmentmedication_codeuses","75040","0.000154827286478122"
"20003_1140923018","20003","treatmentmedication_codeuses","75040","8.45453692470183e-07"
"20003_1141156846","20003","treatmentmedication_codeuses","75040","1.40556935023848e-06"
"20003_1189","20003","treatmentmedication_codeuses","75040","0.0214263334983068"
"20003_1140857620","20003","treatmentmedication_codeuses","75040","1.65291456852934e-07"
"20003_1141179920","20003","treatmentmedication_codeuses","75040","4.26769085177505e-07"
"20003_1140884654","20003","treatmentmedication_codeuses","75040","4.30595527552893e-09"
"20003_1140888386","20003","treatmentmedication_codeuses","75040","0.00100864514927165"
"20003_1140861998","20003","treatmentmedication_codeuses","75040","0.000103786036687672"
"20003_1140925800","20003","treatmentmedication_codeuses","75040","8.77610577223938e-05"
"20003_1140852948","20003","treatmentmedication_codeuses","75040","0.00222157708179533"
"20003_1141156836","20003","treatmentmedication_codeuses","75040","0.00116165969288867"
"20003_1140909806","20003","treatmentmedication_codeuses","75040","0.000308131917301189"
"20003_1140911732","20003","treatmentmedication_codeuses","75040","0.0804130526329208"
"20003_1141187818","20003","treatmentmedication_codeuses","75040","1.02356323310371e-07"
"20003_1141167594","20003","treatmentmedication_codeuses","75040","0.000254307102245382"
"20003_1140869180","20003","treatmentmedication_codeuses","75040","6.16312227061227e-07"
"20003_1140864992","20003","treatmentmedication_codeuses","75040","0.00193175200406794"
"20003_1140884444","20003","treatmentmedication_codeuses","75040","0.00124456136083487"
"20003_1140857636","20003","treatmentmedication_codeuses","75040","1.40129710896001e-06"
"20003_1140871266","20003","treatmentmedication_codeuses","75040","6.37560690646069e-05"
"20003_1140864286","20003","treatmentmedication_codeuses","75040","0.000240253403776609"
"20003_1140882910","20003","treatmentmedication_codeuses","75040","4.52393328434379e-07"
"20003_1140871462","20003","treatmentmedication_codeuses","75040","0.000959244853668358"
"20003_1140868372","20003","treatmentmedication_codeuses","75040","1.22132746405287e-06"
"20003_1140911734","20003","treatmentmedication_codeuses","75040","0.0327419405301432"
"20003_1141176670","20003","treatmentmedication_codeuses","75040","1.44311296704728e-07"
"20003_1141176668","20003","treatmentmedication_codeuses","75040","0.000867478270580468"
"20003_1140909726","20003","treatmentmedication_codeuses","75040","0.0259718964246996"
"20003_1141146138","20003","treatmentmedication_codeuses","75040","0.000921872570543592"
"20003_1140910494","20003","treatmentmedication_codeuses","75040","4.81767006652631e-07"
"20003_1141194224","20003","treatmentmedication_codeuses","75040","1.40756831768966e-07"
"20003_1141167708","20003","treatmentmedication_codeuses","75040","9.45361776244022e-08"
"20003_1140876076","20003","treatmentmedication_codeuses","75040","3.27276892486328e-05"
"20003_1140865396","20003","treatmentmedication_codeuses","75040","0.000185278935802238"
"20003_1140870956","20003","treatmentmedication_codeuses","75040","4.74462930139067e-07"
"20003_1141168554","20003","treatmentmedication_codeuses","75040","0.00318014358688196"
"20003_1141146606","20003","treatmentmedication_codeuses","75040","1.85248372970512e-06"
"20003_1141188836","20003","treatmentmedication_codeuses","75040","9.32910366699637e-08"
"20003_1141179992","20003","treatmentmedication_codeuses","75040","1.36279232370612e-06"
"20003_1140870422","20003","treatmentmedication_codeuses","75040","0.0036003458785151"
"20003_1140862380","20003","treatmentmedication_codeuses","75040","2.36777900224186e-07"
"20003_1140860806","20003","treatmentmedication_codeuses","75040","0.00136737348038838"
"20003_1140916288","20003","treatmentmedication_codeuses","75040","0.00105662147580415"
"20003_1140878530","20003","treatmentmedication_codeuses","75040","0.00248100639214476"
"20003_1141151946","20003","treatmentmedication_codeuses","75040","8.52923881348394e-08"
"20003_1140916356","20003","treatmentmedication_codeuses","75040","0.000136248097327704"
"20003_1140871168","20003","treatmentmedication_codeuses","75040","8.10194033689365e-07"
"20003_1140923350","20003","treatmentmedication_codeuses","75040","0.00381657006850477"
"20003_1140869278","20003","treatmentmedication_codeuses","75040","2.91203882821977e-07"
"20003_1140929012","20003","treatmentmedication_codeuses","75040","3.2950076039755e-06"
"20003_1140862168","20003","treatmentmedication_codeuses","75040","1.93734380008809e-05"
"20003_1141174520","20003","treatmentmedication_codeuses","75040","0.000294477448204158"
"20003_1141145812","20003","treatmentmedication_codeuses","75040","0.000805086026781054"
"20003_1140874370","20003","treatmentmedication_codeuses","75040","3.09172045885579e-07"
"20003_1141171152","20003","treatmentmedication_codeuses","75040","9.39493247022185e-07"
"20003_1140927086","20003","treatmentmedication_codeuses","75040","7.59627572782315e-07"
"20003_1141176662","20003","treatmentmedication_codeuses","75040","0.000145739861790388"
"20003_1140871024","20003","treatmentmedication_codeuses","75040","0.0119938399802968"
"20003_1140882782","20003","treatmentmedication_codeuses","75040","1.77991339021215e-06"
"20003_1140865578","20003","treatmentmedication_codeuses","75040","1.88799568963995e-06"
"20003_1140874014","20003","treatmentmedication_codeuses","75040","1.11066679996446e-07"
"20003_1140911682","20003","treatmentmedication_codeuses","75040","0.0367171374094456"
"20003_1141193282","20003","treatmentmedication_codeuses","75040","0.00192307318033901"
"20003_1141180036","20003","treatmentmedication_codeuses","75040","0.000249739236396471"
"20003_1140881702","20003","treatmentmedication_codeuses","75040","0.000317728399210234"
"20003_1141179914","20003","treatmentmedication_codeuses","75040","0.000395160820147264"
"20003_1140879430","20003","treatmentmedication_codeuses","75040","4.03106949811156e-06"
"20003_1140862236","20003","treatmentmedication_codeuses","75040","7.97018195526894e-07"
"20003_1140865416","20003","treatmentmedication_codeuses","75040","0.000957834100973489"
"20003_1140872200","20003","treatmentmedication_codeuses","75040","2.73323013554352e-06"
"20003_1140874866","20003","treatmentmedication_codeuses","75040","6.59933871886688e-07"
"20003_1140869370","20003","treatmentmedication_codeuses","75040","8.95582013325882e-08"
"20003_1140882236","20003","treatmentmedication_codeuses","75040","1.37687294671875e-06"
"20003_1141168948","20003","treatmentmedication_codeuses","75040","7.9962680528523e-08"
"20003_1140874896","20003","treatmentmedication_codeuses","75040","3.31554876327551e-06"
"20003_1141187814","20003","treatmentmedication_codeuses","75040","4.42962560627796e-07"
"20003_1141176288","20003","treatmentmedication_codeuses","75040","2.02634244467075e-07"
"20003_1140926592","20003","treatmentmedication_codeuses","75040","2.91884554120523e-06"
"20003_1140874420","20003","treatmentmedication_codeuses","75040","0.000867812427736594"
"20003_1140861954","20003","treatmentmedication_codeuses","75040","2.3147878171212e-06"
"20003_1141150944","20003","treatmentmedication_codeuses","75040","0.000515460325038148"
"20003_1140882776","20003","treatmentmedication_codeuses","75040","2.81600000800996e-07"
"20003_1141150624","20003","treatmentmedication_codeuses","75040","0.000240933138718089"
"20003_1141151718","20003","treatmentmedication_codeuses","75040","1.03780989289903e-06"
"20003_1141174032","20003","treatmentmedication_codeuses","75040","2.45320252203298e-07"
"20003_1140884700","20003","treatmentmedication_codeuses","75040","3.98668145250593e-07"
"20003_1140888512","20003","treatmentmedication_codeuses","75040","1.2368880149471e-07"
"20003_1140875990","20003","treatmentmedication_codeuses","75040","0.000249197584411544"
"20003_1141168584","20003","treatmentmedication_codeuses","75040","0.000628305799484726"
"20003_1141192000","20003","treatmentmedication_codeuses","75040","8.31776432443894e-07"
"20003_1140866026","20003","treatmentmedication_codeuses","75040","2.07969497437319e-07"
"20003_1141162824","20003","treatmentmedication_codeuses","75040","2.25217432629267e-06"
"20003_1141171100","20003","treatmentmedication_codeuses","75040","1.43244957226652e-07"
"20003_1141167848","20003","treatmentmedication_codeuses","75040","8.95582013325882e-08"
"20003_1140884516","20003","treatmentmedication_codeuses","75040","4.74286573132207e-05"
"20003_1140926780","20003","treatmentmedication_codeuses","75040","5.442249250171e-07"
"20003_1140879778","20003","treatmentmedication_codeuses","75040","0.000296878041249058"
"20003_1140879644","20003","treatmentmedication_codeuses","75040","1.04490139840199e-07"
"20003_1140865580","20003","treatmentmedication_codeuses","75040","5.34361618393594e-05"
"20003_1140909954","20003","treatmentmedication_codeuses","75040","0.0026063483817276"
"20003_1140868550","20003","treatmentmedication_codeuses","75040","1.57524268403596e-05"
"20003_1140884464","20003","treatmentmedication_codeuses","75040","0.000298108078966498"
"20003_1140866800","20003","treatmentmedication_codeuses","75040","1.34355211203481e-07"
"20003_1141146508","20003","treatmentmedication_codeuses","75040","2.35711333357461e-07"
"20003_1140916790","20003","treatmentmedication_codeuses","75040","1.59133212947509e-06"
"20003_1140866078","20003","treatmentmedication_codeuses","75040","0.000152392268150567"
"20003_1140888648","20003","treatmentmedication_codeuses","75040","0.000690614551312482"
"20003_1141168574","20003","treatmentmedication_codeuses","75040","2.90492762435581e-07"
"20003_1140909872","20003","treatmentmedication_codeuses","75040","0.00180607737274234"
"20003_2038459704","20003","treatmentmedication_codeuses","75040","2.00996277389727e-06"
"20003_1141146198","20003","treatmentmedication_codeuses","75040","2.76673352028481e-06"
"20003_1140879392","20003","treatmentmedication_codeuses","75040","0.0024562487495771"
"20003_1140911640","20003","treatmentmedication_codeuses","75040","0.0107154563547188"
"20003_1140888502","20003","treatmentmedication_codeuses","75040","8.01131417031359e-07"
"20003_1140870856","20003","treatmentmedication_codeuses","75040","4.36769175735952e-06"
"20003_1141157458","20003","treatmentmedication_codeuses","75040","3.12016641164877e-07"
"20003_1141173348","20003","treatmentmedication_codeuses","75040","7.16182071247244e-07"
"20003_1140882800","20003","treatmentmedication_codeuses","75040","0.000139190180007031"
"20003_1140864184","20003","treatmentmedication_codeuses","75040","2.88003841075228e-07"
"20003_1141176570","20003","treatmentmedication_codeuses","75040","0.000144530456380516"
"20003_1141169844","20003","treatmentmedication_codeuses","75040","1.10179615911655e-07"
"20003_1140921828","20003","treatmentmedication_codeuses","75040","1.2936580609293e-06"
"20003_1140888688","20003","treatmentmedication_codeuses","75040","8.75398060435051e-05"
"20003_1140873480","20003","treatmentmedication_codeuses","75040","1.76315588432005e-07"
"20003_1141167334","20003","treatmentmedication_codeuses","75040","1.39560078719859e-06"
"20003_1140870862","20003","treatmentmedication_codeuses","75040","8.7163049842615e-07"
"20003_1141172928","20003","treatmentmedication_codeuses","75040","1.39348328052227e-06"
"20003_1140875420","20003","treatmentmedication_codeuses","75040","0.000125627257449002"
"20003_1140922562","20003","treatmentmedication_codeuses","75040","2.12553752558009e-06"
"20003_1140862628","20003","treatmentmedication_codeuses","75040","2.3331662598897e-06"
"20003_1141168326","20003","treatmentmedication_codeuses","75040","4.02251099857209e-06"
"20003_1141169520","20003","treatmentmedication_codeuses","75040","7.32567426937131e-07"
"20003_1141180226","20003","treatmentmedication_codeuses","75040","8.71096738634877e-07"
"20003_1140872694","20003","treatmentmedication_codeuses","75040","8.44039258334244e-08"
"20003_1141162764","20003","treatmentmedication_codeuses","75040","3.86402363057131e-06"
"20003_1140884622","20003","treatmentmedication_codeuses","75040","9.38241282580611e-08"
"20003_1140866116","20003","treatmentmedication_codeuses","75040","2.19295002361368e-06"
"20003_2038459814","20003","treatmentmedication_codeuses","75040","6.50724281614636e-06"
"20003_1141180936","20003","treatmentmedication_codeuses","75040","1.99076603084253e-07"
"20003_1140879404","20003","treatmentmedication_codeuses","75040","6.16854063670255e-07"
"20003_1140862476","20003","treatmentmedication_codeuses","75040","2.46011582276028e-06"
"20003_1141188146","20003","treatmentmedication_codeuses","75040","0.0146566923590733"
"20003_1140882626","20003","treatmentmedication_codeuses","75040","1.21200808662743e-07"
"20003_1140869176","20003","treatmentmedication_codeuses","75040","7.08955173618851e-08"
"20003_1140926940","20003","treatmentmedication_codeuses","75040","1.96240504615223e-07"
