"SGG_PHESANT_ID","SGG_PHESANT_ID_sub","N_pairs","r2","Neale_pheno_ID","Neale_pheno_ID_sub","Neale_file_sex","description","variable_type","SGG_request","PHESANT_processed","SGG_location","Neale_downloaded","category","define_category:T/F","v2_exists","v2_downloaded","num_IVs"
"130","130","70550",0.225790605762831,"130_irnt",130,"both","Place of birth in UK - east co-ordinate","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle",FALSE,TRUE,TRUE,65
"1309","1309","70064",0.0276175723462947,"1309",1309,"both","Fresh fruit intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,32
"1319","1319","62960",0.0762920011122177,"1319",1319,"both","Dried fruit intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,27
"1329","1329","74403",0.122992097777555,"1329",1329,"both","Oily fish intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,38
"1339","1339","74592",0.085381064148153,"1339",1339,"both","Non-oily fish intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,7
"1349","1349","74878",0.0381935665174008,"1349",1349,"both","Processed meat intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,9
"1359","1359","74879",0.193927664943727,"1359",1359,"both","Poultry intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,3
"1369","1369","74662",0.168277219765463,"1369",1369,"both","Beef intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,9
"137","137","75040",0.0338192159712057,"137",137,"both","Number of treatments/medications taken","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy",FALSE,FALSE,NA,23
"1379","1379","74348",0.191669024352842,"1379",1379,"both","Lamb/mutton intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,15
"1389","1389","74417",0.142319487927599,"1389",1389,"both","Pork intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,5
"1408","1408","72060",0.0748881838514193,"1408",1408,"both","Cheese intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,32
"1418_1","1418","75000",0.279044356741808,"1418_1",1418,"both","Milk type used: Full cream","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,3
"1418_2","1418","75000",0.264694512990034,"1418_2",1418,"both","Milk type used: Semi-skimmed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,0
"1418_3","1418","75000",0.311704053735797,"1418_3",1418,"both","Milk type used: Skimmed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,4
"1418_4","1418","75000",0.0521043939628664,"1418_4",1418,"both","Milk type used: Soya","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,1
"1418_5","1418","75000",0.0238392790946826,"1418_5",1418,"both","Milk type used: Other type of milk","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,0
"1428_0","1428","74891",0.0424654398692684,"1428_0",1428,"both","Spread type: Never/rarely use spread","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,2
"1428_1","1428","74891",0.225244587761646,"1428_1",1428,"both","Spread type: Butter/spreadable butter","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,10
"1428_2","1428","74891",0.181056613912385,"1428_2",1428,"both","Spread type: Flora Pro-Active/Benecol","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,1
"1428_3","1428","74891",0.213356741422487,"1428_3",1428,"both","Spread type: Other type of spread/margarine","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,2
"1438","1438","72455",0.0215440808808041,"1438_irnt",1438,"both","Bread intake","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,16
"1448_1","1448","71086",0.177957086841353,"1448_1",1448,"both","Bread type: White","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,21
"1448_3","1448","71086",0.117506747462215,"1448_3",1448,"both","Bread type: Wholemeal or wholegrain","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,15
"1448_4","1448","71086",0.0180753166167521,"1448_4",1448,"both","Bread type: Other type of bread","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,3
"1458","1458","69591",0.103680328374672,"1458",1458,"both","Cereal intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,23
"1468_1","1468","55906",0.0205890650029374,"1468_1",1468,"both","Cereal type: Bran cereal (e.g. All Bran, Branflakes)","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,1
"1468_2","1468","55906",0.0135464870651578,"1468_2",1468,"both","Cereal type: Biscuit cereal (e.g. Weetabix)","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,3
"1468_3","1468","55906",0.041269422734521,"1468_3",1468,"both","Cereal type: Oat cereal (e.g. Ready Brek, porridge)","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,1
"1468_4","1468","55906",0.0481047182332859,"1468_4",1468,"both","Cereal type: Muesli","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,11
"1468_5","1468","55906",0.0166409287353102,"1468_5",1468,"both","Cereal type: Other (e.g. Cornflakes, Frosties)","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,13
"1478","1478","75041",0.0524081689116105,"1478",1478,"both","Salt added to food","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,61
"1488","1488","71217",0.0644170074430264,"1488_irnt",1488,"both","Tea intake","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,26
"1498","1498","65342",0.0336664852753953,"1498",1498,"both","Coffee intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,27
"1508_1","1508","49699",0.233394890237569,"1508_1",1508,"both","Coffee type: Decaffeinated coffee (any type)","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,2
"1508_2","1508","49699",0.252727408283386,"1508_2",1508,"both","Coffee type: Instant coffee","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,6
"1508_3","1508","49699",0.298920727939905,"1508_3",1508,"both","Coffee type: Ground coffee (include espresso, filter etc)","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,20
"1528","1528","63562",0.017317249414877,"1528",1528,"both","Water intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,26
"1538_0","1538","74805",0.0194619629531483,"1538_0",1538,"both","Major dietary changes in the last 5 years: No","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,11
"1538_2","1538","74805",0.0118975577786313,"1538_2",1538,"both","Major dietary changes in the last 5 years: Yes, because of other reasons","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,4
"1548","1548","74729",0.0100706314730569,"1548",1548,"both","Variation in diet","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,8
"1558","1558","74975",0.203709778365267,"1558",1558,"both","Alcohol intake frequency.","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,57
"1568","1568","47848",0.156889765703086,"1568",1568,"both","Average weekly red wine intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,15
"1578","1578","47750",0.180185760839208,"1578",1578,"both","Average weekly champagne plus white wine intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,3
"1588","1588","47929",0.0279270090831681,"1588",1588,"both","Average weekly beer plus cider intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,13
"1598","1598","47619",0.113032592645751,"1598",1598,"both","Average weekly spirits intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,3
"1608","1608","47892",0.144734801800642,"1608",1608,"both","Average weekly fortified wine intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,0
"1618","1618","24926",0.447638441781634,"1618",1618,"both","Alcohol usually taken with meals","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,17
"1628","1628","67005",0.0647126545659867,"1628",1628,"both","Alcohol intake versus 10 years previously","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,9
"1677","1677","44177",0.0268346293230965,"1677",1677,"both","Breastfed as a baby","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy",FALSE,FALSE,NA,1
"1797","1797","71879",0.045525788323012,"1797",1797,"both","Father still alive","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy",FALSE,FALSE,NA,2
"1835","1835","73086",0.0424603672197493,"1835",1835,"both","Mother still alive","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy",FALSE,FALSE,NA,2
"189","189","74982",0.992075039704707,"189_irnt",189,"both","Townsend deprivation index at recruitment","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,4
"1980","1980","71620",0.0107029356127415,"1980",1980,"both","Worrier / anxious feelings","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","disease_proxy",FALSE,FALSE,NA,41
"20002_1568","20002","75040",0.0233612783292169,"20002_1568",20002,"both","Non-cancer illness code, self-reported: measles / morbillivirus","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease",FALSE,FALSE,NA,1
"20002_1571","20002","75040",0.0341252808167178,"20002_1571",20002,"both","Non-cancer illness code, self-reported: chickenpox","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb28603/bin1/out_bin1..tsv","YES","disease",FALSE,FALSE,NA,0
"20003_1140852976","20003","75040",0.0259604335736116,"20003_1140852976",20003,"both","Treatment/medication code: multivitamins","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_1140868226","20003","75040",0.0126427642928358,"20003_1140868226",20003,"both","Treatment/medication code: aspirin","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,9
"20003_1140871024","20003","75040",0.0119938399802968,"20003_1140871024",20003,"both","Treatment/medication code: vitamin b compound tablet","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,2
"20003_1140871112","20003","75040",0.018279084552904,"20003_1140871112",20003,"both","Treatment/medication code: vitamin e product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,1
"20003_1140876592","20003","75040",0.0128190060087077,"20003_1140876592",20003,"both","Treatment/medication code: multivitamin+mineral preparations","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_1140883748","20003","75040",0.0197906995475199,"20003_1140883748",20003,"both","Treatment/medication code: selenium product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_1140888538","20003","75040",0.0241354376119214,"20003_1140888538",20003,"both","Treatment/medication code: zinc product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,3
"20003_1140909674","20003","75040",0.0593214535263385,"20003_1140909674",20003,"both","Treatment/medication code: cod liver oil capsule","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_1140909726","20003","75040",0.0259718964246996,"20003_1140909726",20003,"both","Treatment/medication code: vitamin c product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_1140911682","20003","75040",0.0367171374094456,"20003_1140911682",20003,"both","Treatment/medication code: selenium ace tablet","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_1140911730","20003","75040",0.011728346996141,"20003_1140911730",20003,"both","Treatment/medication code: flax oil tablet","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,1
"20003_1140911732","20003","75040",0.0804130526329208,"20003_1140911732",20003,"both","Treatment/medication code: garlic product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,1
"20003_1140911734","20003","75040",0.0327419405301432,"20003_1140911734",20003,"both","Treatment/medication code: ginkgo forte tablet","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,2
"20003_1140911736","20003","75040",0.012012534720278,"20003_1140911736",20003,"both","Treatment/medication code: ginseng product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","NO","disease_proxy",TRUE,FALSE,NA,0
"20003_1141188146","20003","75040",0.0146566923590733,"20003_1141188146",20003,"both","Treatment/medication code: simvador 10mg tablet","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,1
"20003_1141188442","20003","75040",0.0413321899636217,"20003_1141188442",20003,"both","Treatment/medication code: glucosamine product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,1
"20003_1187","20003","75040",0.025747242422151,"20003_1187",20003,"both","Treatment/medication code: chondroitin product","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,2
"20003_1189","20003","75040",0.0214263334983068,"20003_1189",20003,"both","Treatment/medication code: co-enzyme q10/ubiquinone/bio-quinone/coenzyme q10","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_1193","20003","75040",0.063467564284634,"20003_1193",20003,"both","Treatment/medication code: omega-3/fish oil supplement","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,0
"20003_2038460150","20003","75040",0.010760810261216,"20003_2038460150",20003,"both","Treatment/medication code: paracetamol","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","disease_proxy",FALSE,FALSE,NA,11
"20015","20015","74783",0.0911517744625645,"20015_irnt",20015,"both","Sitting height","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","body",FALSE,FALSE,NA,521
"20016","20016","23510",0.0388372821519258,"20016_irnt",20016,"both","Fluid intelligence score","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,41
"20023","20023","74209",0.0128227362408194,"20023_irnt",20023,"both","Mean time to correctly identify matches","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,56
"20077","20077","22213",0.107737235242336,"20077",20077,"both","Number of diet questionnaires completed","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,1
"20084_468","20084","8262",0.0716820099643041,"20084_468",20084,"both","Vitamin and/or mineral supplement use: Multivitamin","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_469","20084","8262",0.0461644826593001,"20084_469",20084,"both","Vitamin and/or mineral supplement use: Multivitamin with iron","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_471","20084","8262",0.0632225218618735,"20084_471",20084,"both","Vitamin and/or mineral supplement use: Multivitamin with multimineral","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,2
"20084_472","20084","8262",0.154015360025392,"20084_472",20084,"both","Vitamin and/or mineral supplement use: Fish oil","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_473","20084","8262",0.123254825831401,"20084_473",20084,"both","Vitamin and/or mineral supplement use: Glucosamine/chondroitin","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,3
"20084_475","20084","8262",0.0361852619816479,"20084_475",20084,"both","Vitamin and/or mineral supplement use: Vitamin A","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_476","20084","8262",0.0205259017171043,"20084_476",20084,"both","Vitamin and/or mineral supplement use: Vitamin B6","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,1
"20084_477","20084","8262",0.0354940021853742,"20084_477",20084,"both","Vitamin and/or mineral supplement use: Vitamin B12","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,1
"20084_478","20084","8262",0.130975623357653,"20084_478",20084,"both","Vitamin and/or mineral supplement use: Vitamin C","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_479","20084","8262",0.0300129958396399,"20084_479",20084,"both","Vitamin and/or mineral supplement use: Vitamin D","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,1
"20084_480","20084","8262",0.0606749541415089,"20084_480",20084,"both","Vitamin and/or mineral supplement use: Vitamin E","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,1
"20084_481","20084","8262",0.0404918452682906,"20084_481",20084,"both","Vitamin and/or mineral supplement use: Folic acid","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_483","20084","8262",0.0188567393927946,"20084_483",20084,"both","Vitamin and/or mineral supplement use: Magnesium","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,2
"20084_484","20084","8262",0.116157953673243,"20084_484",20084,"both","Vitamin and/or mineral supplement use: Selenium","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_485","20084","8262",0.013155819785554,"20084_485",20084,"both","Vitamin and/or mineral supplement use: Calcium","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,1
"20084_487","20084","8262",0.0763026106957722,"20084_487",20084,"both","Vitamin and/or mineral supplement use: Zinc","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20084_488","20084","8262",0.0144960376045245,"20084_488",20084,"both","Vitamin and/or mineral supplement use: Other vitamin","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20086_10","20086","8262",0.0196565302583876,"20086_10",20086,"both","Type of special diet followed: Low calorie","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20086_11","20086","8262",0.171842528110622,"20086_11",20086,"both","Type of special diet followed: Vegetarian","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20090_352","20090","8262",0.120499430318659,"20090_352",20090,"both","Type of fat/oil used in cooking: Cooking fat unknown","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20090_353","20090","8262",0.202345177935776,"20090_353",20090,"both","Type of fat/oil used in cooking: Olive oil","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20090_354","20090","8262",0.0977500352067484,"20090_354",20090,"both","Type of fat/oil used in cooking: Sunflower oil","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20090_355","20090","8262",0.0480944421128297,"20090_355",20090,"both","Type of fat/oil used in cooking: Vegetable oil","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,2
"20090_356","20090","8262",0.199206168721214,"20090_356",20090,"both","Type of fat/oil used in cooking: Rapeseed oil","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,0
"20090_357","20090","8262",0.0390540533567135,"20090_357",20090,"both","Type of fat/oil used in cooking: Other oil","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet",FALSE,FALSE,NA,1
